1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,2
7,1,2
8,7,1
9,3,2
10,2,2
11,2,3
12,6,1
13,8,2
14,9,2
15,2,4
16,7,2
17,10,3
18,11,2
19,11,3
20,12,2
21,12,1
22,4,2
23,9,1
24,10,1
25,5,3
26,14,3
27,15,1
28,13,2
29,15,2
30,5,4
31,1,3
32,11,4
33,9,3
34,7,3
35,18,3
36,14,2
37,7,4
